:simulator:compileJava UP-TO-DATE
:simulator:processResources NO-SOURCE
:simulator:classes UP-TO-DATE
:simulator:run
simblock.block.ProofOfWorkBlock@79fc0f2f:0
1,0
26,4102
42,4180
38,4343
36,4470
35,4506
33,4510
6,4542
31,4588
44,4621
20,4626
47,4661
30,4736
13,4864
43,4865
50,4906
37,4993
49,5013
45,5168
3,5176
2,5212
24,5340
25,5348
21,5435
14,5445
15,5605
5,5659
46,5877
34,6413
8,6679
40,6922
4,7475
19,7749
29,8015
7,8280
48,8599
27,9670
32,10673
28,10860
10,11172
11,12420
18,14989
9,15173
12,15286
39,17918
17,20701
23,23498
41,26296
22,29078
16,31866

simblock.block.ProofOfWorkBlock@5e25a92e:1
26,0
1,2745
42,2942
6,3295
24,3732
47,3848
20,3885
35,3922
44,3961
31,4005
29,4271
30,4284
36,4291
5,4349
25,4364
14,4412
2,4553
50,4637
45,4703
37,4722
19,4816
13,4907
21,5017
40,5377
43,5470
28,6594
3,6945
27,8120
49,10001
15,10293
7,10659
38,10867
12,11031
4,11460
9,13610
11,16367
39,19115
33,21862
32,24608
10,27391
17,30183
8,32964
16,35747
46,38530
22,41316
34,44103
18,46888
41,49669
23,52455
48,55324

simblock.block.ProofOfWorkBlock@58d75e99:2
2,0
36,615
11,736
35,830
32,853
31,956
27,959
28,966
47,1004
9,1010
24,1029
44,1042
34,1086
22,1134
8,1224
25,1228
49,1234
37,1243
7,1266
4,1346
29,1356
43,1363
50,1372
13,1486
6,1520
1,1528
20,1541
33,1566
38,1612
16,1620
41,1725
17,1763
48,1805
40,1937
23,1971
42,2013
5,2140
39,2348
46,2463
15,2712
21,3208
18,3463
3,3940
26,3955
19,4096
45,4208
30,4238
10,4389
14,4468
12,5085

simblock.block.ProofOfWorkBlock@2ea6e30c:3
17,0
41,50
21,64
25,80
23,98
10,112
34,127
29,130
12,135
16,155
7,160
13,169
14,171
43,176
46,188
50,215
8,227
4,231
15,248
22,264
19,294
37,309
30,338
18,408
28,455
24,537
36,583
32,718
44,779
9,813
1,885
33,932
40,959
27,1059
45,1116
47,1190
5,1204
49,1261
35,1319
20,1393
2,1446
31,1522
38,1653
48,1887
42,2127
3,2195
11,2336
26,4295
6,4551
39,4849

simblock.block.ProofOfWorkBlock@74cec793:4
45,0
22,51
34,80
12,102
50,110
13,116
14,151
8,151
18,166
7,166
16,177
37,180
19,191
15,197
21,211
10,229
43,244
4,274
29,277
46,305
41,339
30,429
32,446
17,459
31,478
27,493
11,575
9,622
33,710
25,774
44,836
1,853
39,1017
24,1305
28,1433
23,1615
48,1848
2,2337
42,2578
35,2976
26,3005
47,3121
40,3247
20,3391
36,3609
38,3751
49,4880
3,5039
5,5304
6,5671

simblock.block.ProofOfWorkBlock@3eb631b8:5
44,0
35,123
47,163
27,203
31,242
38,250
3,278
49,278
24,288
20,316
36,327
9,370
28,380
32,410
46,413
18,512
13,550
19,555
11,566
4,599
43,651
17,660
15,676
14,682
7,685
8,773
41,792
50,809
23,813
29,814
21,904
33,907
42,915
37,949
6,953
2,1021
34,1052
1,1110
40,1151
10,1165
39,1186
16,1240
30,1256
45,1294
12,1329
48,1487
25,1656
22,1803
5,1883
26,2909

simblock.block.ProofOfWorkBlock@134c370e:6
1,0
26,4107
42,4177
33,4343
6,4385
32,4505
25,4749
36,4802
49,4830
50,4877
20,4931
44,4954
3,4993
47,4993
14,5043
38,5164
37,5186
21,5297
30,5317
24,5344
5,5524
45,5567
13,5692
43,5723
15,5891
7,6158
31,6229
19,6426
35,6654
2,6857
40,6941
10,7229
18,7494
29,7760
46,8034
34,8308
28,8818
39,9687
12,10799
4,11087
8,11579
48,11935
27,12430
11,15181
9,17931
41,20713
23,23508
17,26292
16,29079
22,31862

simblock.block.ProofOfWorkBlock@6b2e46af:7
15,0
21,52
25,68
45,91
37,105
18,106
14,120
22,135
7,135
16,146
19,150
8,160
50,161
13,174
34,177
17,191
10,192
43,192
4,207
29,207
41,231
23,248
30,319
11,449
44,506
3,577
28,613
9,653
35,844
31,972
20,1051
39,1064
47,1105
36,1201
27,1244
33,1373
40,1390
48,1608
12,1624
46,1803
42,1848
32,2063
6,2105
24,2194
38,2267
5,2446
2,2689
26,2763
1,2946
49,3784

simblock.block.ProofOfWorkBlock@67531e3a:8
31,0
3,111
47,150
44,228
27,232
20,264
35,267
24,304
36,314
32,374
38,393
11,430
28,430
9,497
29,512
13,560
19,573
46,622
45,653
22,658
7,689
15,705
37,706
49,746
23,750
50,773
18,781
43,793
10,845
6,866
14,879
39,950
25,973
34,1108
48,1150
33,1325
21,1371
42,1500
8,1502
5,1559
16,1639
4,1769
1,1937
2,2153
30,2309
40,2369
41,2679
17,2823
26,2926
12,4632

simblock.block.ProofOfWorkBlock@19c1820d:9
25,0
12,47
18,62
17,76
8,108
19,109
21,126
22,130
43,133
30,141
29,147
15,147
16,156
13,161
23,166
14,177
37,180
46,188
41,216
4,226
50,226
10,248
34,284
7,341
45,424
3,452
28,505
31,561
33,688
36,712
24,714
35,817
44,822
20,839
2,966
39,985
11,1102
48,1192
27,1230
40,1362
6,1455
38,1605
47,1629
32,2606
9,2829
1,3099
26,3142
5,3386
42,3626
49,3772

simblock.block.ProofOfWorkBlock@5c313224:10
12,0
34,54
43,89
16,117
18,137
15,150
23,158
46,170
7,174
21,187
10,196
37,203
8,210
19,210
17,225
4,227
13,242
45,256
30,282
14,298
29,338
22,466
38,477
44,560
24,608
25,618
3,656
31,752
33,786
36,885
40,928
20,1013
42,1029
35,1178
32,1273
11,1538
47,1667
41,1921
28,2065
39,2152
49,2194
5,2438
50,2936
48,3169
2,3410
1,3952
27,4093
26,4608
9,4898
6,5166

simblock.block.ProofOfWorkBlock@2b44605c:11
14,0
22,64
34,80
10,94
29,114
13,130
17,141
12,147
45,161
50,162
30,164
41,170
21,176
19,188
15,203
46,234
7,242
43,250
23,256
37,257
4,266
8,273
18,287
25,300
16,311
32,434
47,512
24,555
44,570
49,581
27,649
36,699
31,775
3,778
5,810
20,832
9,965
33,981
28,1108
40,1208
48,1324
39,1326
2,1455
1,1617
42,1658
26,3277
6,3541
11,3683
35,3942
38,4382

simblock.block.ProofOfWorkBlock@1a4083f6:12
19,0
4,50
34,65
30,90
37,104
23,107
46,115
15,127
43,137
12,142
29,147
7,156
41,162
18,170
50,171
45,181
17,188
8,192
16,198
13,199
22,223
25,224
21,227
14,238
10,266
47,389
27,443
36,474
44,501
24,518
35,527
20,571
32,614
38,652
48,805
2,837
40,840
33,901
9,916
28,1044
11,1175
31,1302
39,1358
49,1433
6,1628
42,1684
3,2162
1,2484
26,2790
5,3043

simblock.block.ProofOfWorkBlock@70022d44:13
44,0
27,114
35,193
3,230
31,235
47,273
28,274
24,305
36,342
20,360
38,380
11,465
21,502
49,555
10,582
9,613
12,633
37,684
25,711
29,766
23,819
45,843
6,868
33,896
4,900
17,905
46,947
42,996
15,1011
18,1029
30,1034
41,1039
14,1080
8,1109
32,1129
43,1137
7,1168
16,1181
13,1208
22,1257
50,1279
34,1328
48,1366
1,1418
40,1440
39,1563
5,1649
19,1775
2,2045
26,3852

simblock.block.ProofOfWorkBlock@2548fc01:14
2,0
24,1034
20,1147
35,1186
47,1224
49,1248
28,1268
38,1307
31,1315
32,1380
9,1424
37,1448
14,1506
30,1543
19,1578
11,1611
29,1628
8,1673
7,1706
15,1752
50,1778
17,1803
27,1815
39,1830
13,1939
4,1966
12,1997
22,2069
44,2116
34,2118
33,2175
21,2246
10,2267
40,2271
6,2286
25,2395
48,2479
42,2700
23,2745
5,2905
41,2990
43,3057
1,3229
18,3481
16,3680
3,3703
36,3929
26,3995
45,4372
46,4658

simblock.block.ProofOfWorkBlock@2447940d:15
9,0
38,133
32,175
3,296
28,334
35,348
31,422
49,437
20,461
44,474
11,489
27,501
13,525
24,525
47,567
7,594
29,706
46,743
34,763
14,797
4,862
37,894
48,897
41,1025
42,1065
2,1121
23,1154
8,1207
15,1282
50,1410
39,1609
16,1783
5,1817
18,1958
36,2023
43,2162
33,2235
25,2424
17,2556
21,2684
45,2817
1,3112
6,3270
10,3415
26,3419
22,3560
30,3561
12,3829
19,3973
40,4193

simblock.block.ProofOfWorkBlock@7646c9f5:16
21,0
15,50
29,67
22,82
10,132
12,133
41,134
4,149
45,165
50,180
17,181
16,185
34,191
7,194
19,197
13,229
14,233
43,243
37,255
30,269
18,297
23,327
49,455
20,468
36,476
3,583
28,595
44,618
9,813
40,836
38,842
46,1095
11,1107
8,1122
25,1153
31,1238
32,1280
33,1505
1,1543
47,1643
39,1663
48,1880
5,2382
42,2627
26,3003
27,4216
24,4359
35,4639
2,4894
6,5606

simblock.block.ProofOfWorkBlock@7b1d2f65:17
26,0
1,2750
42,2965
6,3163
3,3228
24,3400
47,3435
31,3486
20,3518
35,3555
44,3562
49,3730
37,3787
2,3851
14,4041
5,4062
30,4187
19,4261
36,4308
13,4480
7,4530
50,4743
43,5033
15,5067
21,5233
25,5325
40,5390
45,5494
28,6186
29,6483
12,6781
4,7159
39,8140
11,10888
9,13632
38,16375
33,19122
32,21877
27,24619
10,27405
23,30191
22,32974
18,35761
34,38551
46,41342
8,44131
17,46917
16,49698
41,52480
48,55349

simblock.block.ProofOfWorkBlock@73b10975:18
35,0
24,186
36,261
49,307
20,391
27,421
31,425
32,437
38,471
11,485
28,510
3,536
9,555
19,575
8,601
13,662
4,713
45,732
30,799
41,803
16,821
17,827
37,852
23,929
7,980
25,989
39,1013
40,1034
44,1038
15,1110
10,1166
14,1198
29,1328
50,1363
33,1378
1,1412
18,1425
22,1555
6,1577
42,1780
47,1854
2,1984
48,2046
46,2187
5,2192
43,2337
34,2837
21,3020
12,3249
26,3302

simblock.block.ProofOfWorkBlock@7ca7bddd:19
12,0
34,48
10,62
13,109
18,110
17,128
8,129
41,138
29,145
7,159
15,166
25,175
37,181
22,189
21,199
19,216
50,221
30,228
14,231
45,267
16,298
46,326
43,326
4,373
23,375
38,455
24,508
20,512
44,521
35,593
28,635
3,639
11,642
33,766
32,771
40,838
9,900
42,1013
27,1028
47,1156
36,1283
48,1658
2,1903
39,1954
6,2421
31,2643
26,2810
1,2923
5,3054
49,3662

simblock.block.ProofOfWorkBlock@7af2ee23:20
40,0
26,2814
5,2906
49,3112
36,3231
20,3323
31,3356
35,3374
24,3524
12,3623
43,3639
30,3718
28,3735
32,3739
29,3753
19,3772
44,3943
47,3950
2,3978
6,3998
25,4038
13,4122
4,4131
3,4147
39,4351
42,4402
45,4437
10,4601
15,4684
22,4854
21,4930
50,5179
41,5351
7,5444
1,5546
9,5823
14,7279
37,8203
27,8311
33,11055
11,13799
38,16542
16,19337
18,22122
46,24905
34,27686
17,30468
23,33253
8,36037
48,38913

simblock.block.ProofOfWorkBlock@5a106b26:21
3,0
47,296
35,420
44,456
24,496
36,539
28,575
38,578
49,614
11,661
7,745
22,832
27,849
23,861
12,878
16,913
32,916
10,963
41,970
45,1046
20,1075
34,1110
18,1175
33,1238
14,1266
29,1305
6,1318
50,1392
37,1410
13,1416
19,1434
9,1473
31,1487
46,1521
42,1532
17,1608
25,1672
43,1675
39,1680
30,1750
1,1782
8,1815
15,1824
48,1977
4,2001
5,2590
21,3674
26,4036
40,4354
2,4613

simblock.block.ProofOfWorkBlock@7b4b559d:22
34,0
12,56
14,74
41,88
25,103
22,124
21,135
37,138
19,139
4,160
18,174
50,183
30,186
13,190
17,195
23,200
7,214
16,219
8,237
43,253
29,255
10,383
20,457
44,473
24,525
47,585
35,632
3,659
9,714
40,805
42,822
27,845
38,901
46,916
15,963
33,1041
48,1077
39,1122
36,1240
2,1320
32,1370
11,1499
45,1527
28,1661
31,1790
6,2163
26,3957
5,4199
1,4456
49,4598

simblock.block.ProofOfWorkBlock@2f349170:23
49,0
36,118
47,156
44,194
35,232
24,272
32,273
31,276
3,315
11,351
28,354
9,399
38,404
13,405
21,534
27,537
20,561
23,608
25,629
15,666
30,668
16,683
29,691
39,745
10,762
17,794
8,821
33,922
18,924
41,950
4,975
50,1054
6,1160
19,1194
12,1222
45,1322
37,1453
42,1635
22,1721
14,1843
43,1858
7,1999
48,2059
46,2131
1,2302
5,2506
40,2713
2,2916
26,2968
34,3063

simblock.block.ProofOfWorkBlock@1988e095:24
26,0
1,2738
42,3110
49,3276
6,3320
35,3391
3,3447
44,3548
31,3590
47,3597
24,3610
36,3725
28,3778
20,3830
50,3997
29,4045
25,4084
13,4131
45,4216
4,4309
5,4337
30,4542
15,4847
43,5041
7,5111
37,5325
40,5367
2,5540
21,5567
19,5665
12,5953
14,6174
39,8133
33,10875
27,13620
32,16362
38,19108
11,21853
9,24603
22,27387
8,30183
10,32970
41,35758
23,38541
17,41323
34,44114
46,46903
16,49685
18,52468
48,55340

simblock.block.ProofOfWorkBlock@31a1b37b:25
19,0
34,69
30,149
14,153
4,171
46,192
37,203
22,204
41,226
21,236
12,243
17,247
18,257
25,277
7,294
23,303
43,330
8,336
16,391
13,436
50,501
45,545
29,550
27,569
44,569
3,573
10,591
33,613
15,618
20,693
28,705
36,753
9,836
48,876
32,880
40,888
35,888
47,969
38,1096
5,1126
2,1129
6,1131
49,1237
24,1367
39,1434
11,1495
31,1626
42,1867
1,2124
26,3297

simblock.block.ProofOfWorkBlock@399e43d0:26
12,0
34,71
10,94
